Id	CAS	SMILES	Status	Experimental value	Predicted value
259	106323-85-7	O=[N+]([O-])c2ccc(c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-])c(c2)[N+](=O)[O-]	Training	Mutagen	Mutagen
260	106-38-7	c1cc(ccc1C)Br	Training	NON-Mutagen	NON-Mutagen
261	106-39-8	c1cc(ccc1Cl)Br	Training	NON-Mutagen	NON-Mutagen
262	106400-44-6	O=C(O)C(N)CCSC(=CCl)Cl	Training	Mutagen	Mutagen
263	106-40-1	Nc1ccc(cc1)Br	Training	NON-Mutagen	Mutagen
264	106-42-3	c1cc(ccc1C)C	Training	NON-Mutagen	NON-Mutagen
265	106428-28-8	O=C(O)C4(C)(CCCC2(C)(C4(CCC13(C(=O)C(=C)C(O)(CCC12)C3))))	Training	Mutagen	NON-Mutagen
266	106-43-4	c1cc(ccc1C)Cl	Training	NON-Mutagen	NON-Mutagen
267	106-44-5	Oc1ccc(cc1)C	Training	NON-Mutagen	NON-Mutagen
268	106-46-7	c1cc(ccc1Cl)Cl	Training	NON-Mutagen	NON-Mutagen
269	106-47-8	Nc1ccc(cc1)Cl	Training	Mutagen	NON-Mutagen
270	106532-60-9	O=C(N=C2c1cc(ccc1N(C(=O)C)S2)[N+](=O)[O-])C	Training	Mutagen	Mutagen
271	106532-61-0	O=C(N=C2c1cc(ccc1N(C(=O)CC)S2)[N+](=O)[O-])CC	Training	Mutagen	Mutagen
272	106532-62-1	O=C(N=C2c1cc(ccc1N(C(=O)CCCl)S2)[N+](=O)[O-])CCCl	Training	Mutagen	Mutagen
273	106532-63-2	O=C(N=C2c1cc(ccc1N(C(=O)CCC)S2)[N+](=O)[O-])CCC	Training	Mutagen	Mutagen
274	106532-64-3	O=C(N=C2c1cc(ccc1N(C(=O)C(C)C)S2)[N+](=O)[O-])C(C)C	Training	Mutagen	Mutagen
275	106532-65-4	O=C(N=C2c1cc(ccc1N(C(=O)CCCCl)S2)[N+](=O)[O-])CCCCl	Training	Mutagen	Mutagen
276	106532-66-5	O=C(N=C2c1cc(ccc1N(C(=O)CCCC)S2)[N+](=O)[O-])CCCC	Training	Mutagen	Mutagen
277	106532-67-6	O=C(N=C2c1cc(ccc1N(C(=O)CC(C)C)S2)[N+](=O)[O-])CC(C)C	Training	Mutagen	Mutagen
278	106532-68-7	O=C(N=C2c1cc(ccc1N(C(=O)CCCCC)S2)[N+](=O)[O-])CCCCC	Training	Mutagen	Mutagen
279	106532-69-8	O=C(N=C2c1cc(ccc1N(C(=O)CCCCCCC)S2)[N+](=O)[O-])CCCCCCC	Training	Mutagen	Mutagen
280	106532-70-1	O=C(N=C2c1cc(ccc1N(C(=O)CCCCCCCCC)S2)[N+](=O)[O-])CCCCCCCCC	Training	Mutagen	Mutagen
281	106532-71-2	O=C(N=C3c1cc(ccc1N(C(=O)c2ccccc2)S3)[N+](=O)[O-])c4ccccc4	Training	Mutagen	Mutagen
282	106532-72-3	O=C(N=C3c1cc(ccc1N(C(=O)c2ccccc2Cl)S3)[N+](=O)[O-])c4ccccc4Cl	Training	Mutagen	Mutagen
283	106532-73-4	O=C(N=C3c1cc(ccc1N(C(=O)c2cccc(c2)Cl)S3)[N+](=O)[O-])c4cccc(c4)Cl	Training	Mutagen	Mutagen
284	106532-74-5	O=C(N=C3c1cc(ccc1N(C(=O)c2ccc(cc2)Cl)S3)[N+](=O)[O-])c4ccc(cc4)Cl	Training	Mutagen	Mutagen
285	106532-75-6	O=C(N=C3c1cc(ccc1N(C(=O)c2ccc(c(c2)Cl)Cl)S3)[N+](=O)[O-])c4ccc(c(c4)Cl)Cl	Training	Mutagen	Mutagen
286	106532-76-7	O=C(N=C3c1cc(ccc1N(C(=O)c2ccccc2[N+](=O)[O-])S3)[N+](=O)[O-])c4ccccc4[N+](=O)[O-]	Training	Mutagen	Mutagen
287	106532-77-8	O=C(N=C3c1cc(ccc1N(C(=O)c2cccc(c2)[N+](=O)[O-])S3)[N+](=O)[O-])c4cccc(c4)[N+](=O)[O-]	Training	Mutagen	Mutagen
288	106532-78-9	O=C(N=C3c1cc(ccc1N(C(=O)c2ccc(cc2)[N+](=O)[O-])S3)[N+](=O)[O-])c4ccc(cc4)[N+](=O)[O-]	Training	Mutagen	Mutagen
289	106-58-1	N1(C)CCN(C)CC1	Training	NON-Mutagen	NON-Mutagen
290	106589-49-5	n2c5ccc1ccccc1c5(cc4c2ccc3c4(C=CCC3))	Training	Mutagen	Mutagen
291	106589-50-8	n2c5ccc1ccccc1c5(cc4c2ccc3C=CCCc34)	Training	Mutagen	Mutagen
292	106626-55-5	O=C(NCCN(C)C)c2cccc1nc3ccccc3(cc12)	Training	Mutagen	Mutagen
293	106636-46-8	O=Nc2c(nc1n2(cc(C)s1))c3ccc(cc3)[N+](=O)[O-]	Training	Mutagen	Mutagen
294	106636-48-0	O=[N+]([O-])c1ccc(cc1)c2nc3n(c2[N+](=O)[O-])CCS3	Training	Mutagen	Mutagen
295	106636-49-1	O=[N+]([O-])c1c(nc2n1CCS2)c3ccc(cc3)Cl	Training	Mutagen	Mutagen
296	106636-50-4	O=[N+]([O-])c1c(nc2n1CCS2)c3ccc(cc3)C	Training	Mutagen	Mutagen
297	106-63-8	O=C(OCC(C)C)C=C	Training	NON-Mutagen	NON-Mutagen
298	1066-40-6	O[Si](C)(C)C	Training	NON-Mutagen	NON-Mutagen
299	106-65-0	O=C(OC)CCC(=O)OC	Training	NON-Mutagen	NON-Mutagen
300	106671-89-0	O=[N+]([O-])c2c(nc1n2(ccs1))c3ccc(cc3)Cl	Training	Mutagen	Mutagen
301	106671-90-3	O=Nc2c(nc1n2(ccs1))c3ccc(cc3)[N+](=O)[O-]	Training	Mutagen	Mutagen
302	106671-91-4	O=Nc2c(nc1n2(ccs1))c3ccc(cc3)Cl	Training	Mutagen	Mutagen
303	106686-63-9	O(c1cccc(C=CC)c1(OC))C	Training	Mutagen	NON-Mutagen
304	106686-67-3	O=S(=O)(N2C3c4ccccc4(c1ccccc1C23))Cc5ccccc5	Training	Mutagen	Mutagen
305	106686-68-4	C=CCN(CC=C)C6c7ccccc7(c1ccccc1C6(N3C4c5ccccc5(c2ccccc2C34)))	Training	NON-Mutagen	Mutagen
306	106807-80-1	O=C(NC)N(O)C(=O)C	Training	Mutagen	NON-Mutagen
307	1068-57-1	O=C(NN)C	Training	Mutagen	NON-Mutagen
308	106871-13-0	O=P(O)(O)C(O)(c1ccc(c(c1)N(CCCl)CCCl)C)P(=O)(O)O	Training	Mutagen	Mutagen
309	106-93-4	C(CBr)Br	Training	Mutagen	Mutagen
310	106-94-5	CCCBr	Training	NON-Mutagen	Mutagen
311	1069-55-2	N#CC(=C)C(=O)OCC(C)C	Training	NON-Mutagen	NON-Mutagen
312	106-95-6	C=CCBr	Training	Mutagen	Mutagen
313	106-96-7	C#CCBr	Training	Mutagen	Mutagen
314	106-97-8	CCCC	Training	NON-Mutagen	NON-Mutagen
315	106-99-0	C=CC=C	Training	Mutagen	NON-Mutagen
316	1070-11-7	OCC(NCCNC(CO)CC)CC	Training	NON-Mutagen	NON-Mutagen
317	1070-13-9	O=CC(=C)CCC	Training	Mutagen	Mutagen
318	107-01-7	C(=CC)C	Training	NON-Mutagen	NON-Mutagen
319	107027-12-3	O=C(NCCN(C)C)c2cccc1ccc(nc12)c3ccccc3	Training	Mutagen	Mutagen
320	107027-31-6	O=C(NCCN(C)C)c2cccc1ncc(nc12)c3ccccc3	Training	Mutagen	Mutagen
321	107-02-8	O=CC=C	Training	Mutagen	Mutagen
322	107-04-0	C(CBr)Cl	Training	Mutagen	Mutagen
323	107-05-1	C=CCCl	Training	Mutagen	Mutagen
324	107-06-2	C(CCl)Cl	Training	Mutagen	Mutagen
325	1070-66-2	O=CC(=C)CCCC	Training	Mutagen	Mutagen
326	1070-70-8	O=C(OCCCCOC(=O)C=C)C=C	Training	NON-Mutagen	NON-Mutagen
327	107-07-3	OCCCl	Training	Mutagen	Mutagen
328	107097-80-3	O=C(O)CCC(NC(=O)c1ccc(c(c1)Cl)Cl)C(=O)N(CCCOC)CCCCC	Training	NON-Mutagen	NON-Mutagen
329	107-11-9	C=CCN	Training	NON-Mutagen	NON-Mutagen
330	107-12-0	N#CCC	Training	NON-Mutagen	NON-Mutagen
331	107-13-1	N#CC=C	Training	Mutagen	NON-Mutagen
332	107-14-2	N#CCCl	Training	NON-Mutagen	NON-Mutagen
333	107-15-3	NCCN	Training	Mutagen	NON-Mutagen
334	107-16-4	N#CCO	Training	NON-Mutagen	NON-Mutagen
335	1071-83-6	O=C(O)CNCP(=O)(O)O	Training	NON-Mutagen	NON-Mutagen
336	107-18-6	OCC=C	Training	NON-Mutagen	NON-Mutagen
337	107-19-7	C#CCO	Training	Mutagen	NON-Mutagen
338	107-20-0	O=CCCl	Training	Mutagen	NON-Mutagen
339	107210-39-9	O=C(OCCN(c3ccc(c2c3(nc1ccccc1c2(NCCCN(C)C)))[N+](=O)[O-])CCOC(=O)C)C	Training	Mutagen	Mutagen
340	107210-40-2	O=[N+]([O-])c3ccc(c2nc1ccccc1c(NCCCN(C)C)c23)N(CCO)CCO	Training	Mutagen	Mutagen
341	107-21-1	OCCO	Training	NON-Mutagen	NON-Mutagen
342	107-22-2	O=CC=O	Training	Mutagen	Mutagen
343	1072-43-1	CC1CS1	Training	NON-Mutagen	Mutagen
344	1072-52-2	OCCN1CC1	Training	Mutagen	NON-Mutagen
345	107-25-5	O(C=C)C	Training	NON-Mutagen	Mutagen
346	1072-83-9	O=C(c1ccc[nH]1)C	Training	Mutagen	NON-Mutagen
347	107-30-2	O(C)CCl	Training	NON-Mutagen	Mutagen
348	1073-05-8	O=S1(=O)(OCCCO1)	Training	Mutagen	Mutagen
349	107-31-3	O=COC	Training	NON-Mutagen	NON-Mutagen
350	107-35-7	O=S(=O)(O)CCN	Training	NON-Mutagen	NON-Mutagen
351	1074-12-0	O=CC(=O)c1ccccc1	Training	Mutagen	NON-Mutagen
352	107-44-8	O=P(F)(OC(C)C)C	Training	NON-Mutagen	NON-Mutagen
353	107456-13-3	O=C(OCCCC)c2cccc1cccnc12	Training	NON-Mutagen	NON-Mutagen
354	107-46-0	O([Si](C)(C)C)[Si](C)(C)C	Training	NON-Mutagen	NON-Mutagen
355	107-51-7	O([Si](O[Si](C)(C)C)(C)C)[Si](C)(C)C	Training	NON-Mutagen	NON-Mutagen
356	107673-63-2	O=[N+]([O-])C4=Cc3c5ccc1ccccc1c5(cc2cccc4(c23))	Training	Mutagen	Mutagen
357	107673-65-4	O=[N+]([O-])C5=Cc4c2c(ccc1ccccc12)cc3cccc5(c34)	Training	Mutagen	Mutagen
358	107673-66-5	O=[N+]([O-])C4=Cc2cc1cc5ccccc5(cc1c3cccc4(c23))	Training	Mutagen	Mutagen
359	107-68-6	O=S(=O)(O)CCNC	Training	NON-Mutagen	NON-Mutagen
360	107-70-0	O=C(C)CC(OC)(C)C	Training	NON-Mutagen	NON-Mutagen
361	1077-28-7	O=C(O)CCCCC1CCSS1	Training	NON-Mutagen	NON-Mutagen
362	107759-11-5	O=NN(C(=O)OCC)C(c1cnccc1)CCC=O	Training	Mutagen	Mutagen
363	107793-72-6	O=C(NCCO)c1c(c(C(=O)NCC(O)CO)c(c(c1I)N(C(=O)C)CC(O)CO)I)I	Training	NON-Mutagen	NON-Mutagen
364	107817-59-4	O=C(O)C(N)CSCC=CCl	Training	NON-Mutagen	Mutagen
365	107-87-9	O=C(C)CCC	Training	NON-Mutagen	NON-Mutagen
366	107-92-6	O=C(O)CCC	Training	NON-Mutagen	NON-Mutagen
367	107-99-3	N(C)(C)CCCl	Training	Mutagen	Mutagen
368	108-01-0	OCCN(C)C	Training	NON-Mutagen	NON-Mutagen
369	108-03-2	O=[N+]([O-])CCC	Training	NON-Mutagen	NON-Mutagen
370	108-05-4	O=C(OC=C)C	Training	NON-Mutagen	NON-Mutagen
371	108-10-1	O=C(C)CC(C)C	Training	NON-Mutagen	NON-Mutagen
372	108-11-2	OC(C)CC(C)C	Training	NON-Mutagen	NON-Mutagen
373	108-18-9	N(C(C)C)C(C)C	Training	NON-Mutagen	NON-Mutagen
374	108-21-4	O=C(OC(C)C)C	Training	NON-Mutagen	NON-Mutagen
375	108-22-5	O=C(OC(=C)C)C	Training	NON-Mutagen	NON-Mutagen
376	108-24-7	O=C(OC(=O)C)C	Training	NON-Mutagen	NON-Mutagen
377	108278-71-3	O=NN(C(=O)N)CCC(=O)O	Training	Mutagen	Mutagen
378	108278-72-4	O=NN(C(=O)N)CCCC(=O)O	Training	Mutagen	Mutagen
379	108283-47-2	[N-]=[N+]=NCC(N)C(=O)OC(C)(C)C	Training	Mutagen	Mutagen
380	108283-48-3	[N-]=[N+]=NCC(NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C	Training	Mutagen	Mutagen
381	108283-49-4	[N-]=[N+]=NCC(NC(=O)OC(C)(C)C)C(=O)O	Training	Mutagen	Mutagen
382	108-30-5	O=C1OC(=O)CC1	Training	NON-Mutagen	NON-Mutagen
383	108-31-6	O=C1OC(=O)C=C1	Training	NON-Mutagen	NON-Mutagen
384	108319-06-8	O=C(O)C2=CN(c1ccc(F)cc1(F))c3cc(c(F)cc3(C2(=O)))N4CCNC(C)C4	Training	Mutagen	Mutagen
385	108342-09-2	[N-]=[N+]=NCC(N)C(=O)O	Training	Mutagen	Mutagen
386	108354-48-9	n1ccnc3c1cc(c2c3(nc(N)n2C))C	Training	Mutagen	Mutagen
387	108-37-2	c1cc(cc(c1)Br)Cl	Training	NON-Mutagen	NON-Mutagen
388	108-38-3	c1cc(cc(c1)C)C	Training	NON-Mutagen	NON-Mutagen
389	108-39-4	Oc1cccc(c1)C	Training	NON-Mutagen	NON-Mutagen
390	108-44-1	Nc1cccc(c1)C	Training	NON-Mutagen	Mutagen
391	108-45-2	Nc1cccc(N)c1	Training	Mutagen	Mutagen
392	108-46-3	Oc1cccc(O)c1	Training	NON-Mutagen	NON-Mutagen
393	108-50-9	n1cc(nc(c1)C)C	Training	Mutagen	NON-Mutagen
394	108529-37-9	O=C(Nc2nc1c3cccnc3(ccc1n2C))C	Training	Mutagen	Mutagen
395	108-59-8	O=C(OC)CC(=O)OC	Training	NON-Mutagen	NON-Mutagen
396	1085-98-9	O=S(=O)(N(c1ccccc1)SC(F)(Cl)Cl)N(C)C	Training	NON-Mutagen	NON-Mutagen
397	1086-00-6	c1cc2ccc3ccc(c4ccc(c1)c2c34)CCl	Training	Mutagen	Mutagen
398	108-60-1	O(C(C)CCl)C(C)CCl	Training	Mutagen	Mutagen
399	108618-28-6	N#Cc2cccc(C=Cc1ccc(N)cc1)c2	Training	Mutagen	Mutagen
400	108618-29-7	N#Cc1ccc(cc1)C=Cc2ccc(N)cc2	Training	Mutagen	Mutagen
401	108-64-5	O=C(OCC)CC(C)C	Training	NON-Mutagen	NON-Mutagen
402	108670-78-6	OCC(O)COC=CC=CC=CC=CCC	Training	Mutagen	Mutagen
403	108670-79-7	O=CC=CC=CC=CC=CCC	Training	NON-Mutagen	Mutagen
404	108-67-8	c1c(cc(cc1C)C)C	Training	NON-Mutagen	NON-Mutagen
405	108-68-9	Oc1cc(cc(c1)C)C	Training	NON-Mutagen	NON-Mutagen
406	108-69-0	Nc1cc(cc(c1)C)C	Training	Mutagen	Mutagen
407	108-70-3	c1c(cc(cc1Cl)Cl)Cl	Training	NON-Mutagen	NON-Mutagen
408	108-73-6	Oc1cc(O)cc(O)c1	Training	NON-Mutagen	Mutagen
409	108-78-1	n1c(nc(nc1N)N)N	Training	NON-Mutagen	NON-Mutagen
410	1088-11-5	O=C1Nc3ccc(cc3(C(=NC1)c2ccccc2))Cl	Training	NON-Mutagen	NON-Mutagen
411	108-83-8	O=C(CC(C)C)CC(C)C	Training	NON-Mutagen	NON-Mutagen
412	1088-56-8	O=C3N=C2C(=Nc1cc(c(cc1N2C)C)C)C(=O)N3	Training	Mutagen	Mutagen
413	108-86-1	c1ccc(cc1)Br	Training	NON-Mutagen	NON-Mutagen
414	108-88-3	c1ccc(cc1)C	Training	NON-Mutagen	NON-Mutagen
415	108893-54-5	O=CC2=C1CC(C)(C)CC1C(OC(=O)C)C3(C)(CC23(C=O))	Training	NON-Mutagen	Mutagen
416	108893-58-9	O=CC2=C1CC(C)(C)CC1(O)C(O)C3(C)(CC23(C=O))	Training	Mutagen	Mutagen
417	108-89-4	n1ccc(cc1)C	Training	NON-Mutagen	NON-Mutagen
418	108-90-7	c1ccc(cc1)Cl	Training	NON-Mutagen	NON-Mutagen
419	108-91-8	NC1CCCCC1	Training	NON-Mutagen	NON-Mutagen
420	108-93-0	OC1CCCCC1	Training	NON-Mutagen	NON-Mutagen
421	108-94-1	O=C1CCCCC1	Training	NON-Mutagen	NON-Mutagen
422	108-95-2	Oc1ccccc1	Training	NON-Mutagen	NON-Mutagen
423	108963-23-1	C(CCl)C(CBr)Br	Training	NON-Mutagen	Mutagen
424	108-98-5	c1ccc(cc1)S	Training	NON-Mutagen	NON-Mutagen
425	108-99-6	n1cccc(c1)C	Training	NON-Mutagen	NON-Mutagen
426	109-01-3	N1CCN(C)CC1	Training	NON-Mutagen	NON-Mutagen
427	109-02-4	O1CCN(C)CC1	Training	NON-Mutagen	Mutagen
428	109032-48-6	O=C(Oc2cc1ccccc1c3ccccc23)NC	Training	Mutagen	Mutagen
429	109-06-8	n1ccccc1C	Training	NON-Mutagen	NON-Mutagen
430	109-08-0	n1ccnc(c1)C	Training	NON-Mutagen	NON-Mutagen
431	109-09-1	n1ccccc1Cl	Training	Mutagen	NON-Mutagen
432	109143-16-0	O=[N+]([O-])c1oc2ccc(cc2(c1))N(CCCl)CCCl	Training	Mutagen	Mutagen
433	109143-17-1	O=[N+]([O-])c1oc2cc(ccc2(c1))N(CCCl)CCCl	Training	Mutagen	Mutagen
434	109143-18-2	O=[N+]([O-])c1oc2c(c1)c(OC)ccc2N(CCCl)CCCl	Training	Mutagen	Mutagen
435	109143-19-3	O=[N+]([O-])c1oc2ccc(OC)c(c2(c1))N(CCCl)CCCl	Training	Mutagen	Mutagen
436	109143-20-6	O=[N+]([O-])c1oc2c(OC)ccc(c2(c1))N(CCCl)CCCl	Training	Mutagen	Mutagen
437	109-16-0	O=C(OCCOCCOCCOC(=O)C(=C)C)C(=C)C	Training	NON-Mutagen	NON-Mutagen
438	109-21-7	O=C(OCCCC)CCC	Training	NON-Mutagen	NON-Mutagen
439	109237-00-5	O=C(C3=CCC4C2=CCC1=CC(O)C(O)CC1(C)C2CC(O)C34(C))C	Training	NON-Mutagen	Mutagen
440	109380-31-6	N#CC(C(=O)OCC)c1c2cccc(c2(ns1))[N+](=O)[O-]	Training	Mutagen	Mutagen
441	109380-46-3	N#CC(C(=O)OCC)c1c2cc(ccc2(ns1))[N+](=O)[O-]	Training	Mutagen	Mutagen
442	109415-89-6	N#CC(C(=O)OCC)(c1c2cc(ccc2(ns1))[N+](=O)[O-])C	Training	Mutagen	Mutagen
443	109-43-3	O=C(OCCCC)CCCCCCCCC(=O)OCCCC	Training	NON-Mutagen	NON-Mutagen
444	109460-96-0	N#CC(=Cc1ccccc1Br)C(=O)OC	Training	NON-Mutagen	NON-Mutagen
445	109527-10-8	O=C(OC2COC(Nc1ccc(cc1)[N+](=O)[O-])C(OC(=O)C)C2(OC(=O)C))C	Training	Mutagen	NON-Mutagen
446	109-55-7	NCCCN(C)C	Training	NON-Mutagen	NON-Mutagen
447	109-57-9	C=CCNC(N)=S	Training	NON-Mutagen	Mutagen
448	109621-20-7	O=C(OC)C(NC(=O)C)CSCC(C)Br	Training	Mutagen	Mutagen
449	109621-21-8	O=C(OC)C(NC(=O)C)CSCC(c1ccccc1)Br	Training	NON-Mutagen	Mutagen
450	109-65-9	CCCCBr	Training	Mutagen	NON-Mutagen
451	109-66-0	CCCCC	Training	NON-Mutagen	NON-Mutagen
452	109-69-3	CCCCCl	Training	NON-Mutagen	Mutagen
453	109-70-6	C(CCl)CBr	Training	Mutagen	Mutagen
454	109-73-9	NCCCC	Training	NON-Mutagen	NON-Mutagen
455	109-76-2	NCCCN	Training	NON-Mutagen	NON-Mutagen
456	109-77-3	N#CCC#N	Training	NON-Mutagen	NON-Mutagen
457	109-78-4	N#CCCO	Training	NON-Mutagen	NON-Mutagen
458	109-83-1	OCCNC	Training	NON-Mutagen	NON-Mutagen
459	109-84-2	OCCNN	Training	Mutagen	NON-Mutagen
460	109-86-4	OCCOC	Training	NON-Mutagen	NON-Mutagen
461	109-87-5	O(C)COC	Training	NON-Mutagen	NON-Mutagen
462	109875-45-8	O=[N+]([O-])c1ccc(cc1)c2nc(N)c3ncn(c3(n2))C4OC(CO)C(O)C4	Training	Mutagen	Mutagen
463	109875-47-0	O=[N+]([O-])c1cccc(c1)c2nc(N)c3ncn(c3(n2))C4OC(CO)C(O)C4(O)	Training	Mutagen	Mutagen
464	109-89-7	N(CC)CC	Training	NON-Mutagen	NON-Mutagen
465	109897-78-1	O=[N+]([O-])c1ccc2cc3C=CC(O)C(O)c3(cc2(c1))	Training	Mutagen	Mutagen
466	109897-79-2	O=[N+]([O-])c2ccc3cc1c(C=CC(O)C1(O))cc3(c2)	Training	Mutagen	Mutagen
467	109897-80-5	O=C2Cc1cc3cc(ccc3(cc1C(O)C2(O)))[N+](=O)[O-]	Training	NON-Mutagen	Mutagen
468	109910-98-7	O=C2Cc1cc3ccc(cc3(cc1C(O)C2(O)))[N+](=O)[O-]	Training	NON-Mutagen	Mutagen
469	109-97-7	c1cc[nH]c1	Training	NON-Mutagen	NON-Mutagen
470	109-99-9	O1CCCC1	Training	NON-Mutagen	Mutagen
471	110004-65-4	[N-]=[N+]=Nc4ccc3c(nc1cc(N=[N+]=[N-])ccc1c3(Nc2ccc(cc2)NS(=O)(=O)C))c4	Training	Mutagen	Mutagen
472	110004-69-8	[N-]=[N+]=Nc4ccc3c(nc1c(cccc1C)c3(Nc2ccc(cc2(OC))NS(=O)(=O)C))c4	Training	Mutagen	Mutagen
473	110004-96-1	[N-]=[N+]=Nc4ccc3c(nc1ccc(N=[N+]=[N-])cc1c3(Nc2ccc(cc2)NS(=O)(=O)C))c4	Training	NON-Mutagen	Mutagen
474	110-00-9	o1cccc1	Training	NON-Mutagen	NON-Mutagen
475	110-02-1	c1ccsc1	Training	NON-Mutagen	NON-Mutagen
476	110021-94-8	[N-]=[N+]=Nc3ccc4nc1ccccc1c(Nc2ccc(cc2)NS(=O)(=O)C)c4(c3)	Training	Mutagen	Mutagen
477	110044-40-1	OC5c3ccc2c1ccccc1c(cc2c3C4OC4C5(O))C	Training	NON-Mutagen	Mutagen
478	110-05-4	O(OC(C)(C)C)C(C)(C)C	Training	NON-Mutagen	Mutagen
479	11012-59-2	O=C(OC2OC(COC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O))C(=CC=CC(=CC=CC=C(C=CC=C(C(=O)OC4OC(COC3OC(CO)C(O)C(O)C3(O))C(O)C(O)C4(O))C)C)C)C	Training	NON-Mutagen	NON-Mutagen
480	110-13-4	O=C(C)CCC(=O)C	Training	NON-Mutagen	Mutagen
481	110-16-7	O=C(O)C=CC(=O)O	Training	NON-Mutagen	NON-Mutagen
482	110-18-9	N(C)(C)CCN(C)C	Training	NON-Mutagen	NON-Mutagen
483	110207-65-3	O=C(OCC)c1c3c(nn[n+]1([O-]))c2ccccc2n3C	Training	Mutagen	NON-Mutagen
484	110-21-4	O=C(N)NNC(=O)N	Training	NON-Mutagen	NON-Mutagen
485	110-26-9	O=C(C=C)NCNC(=O)C=C	Training	Mutagen	NON-Mutagen
486	110-30-5	O=C(NCCNC(=O)CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC	Training	NON-Mutagen	NON-Mutagen
487	110336-19-1	O=C4c3c(ccc2ccc1ccccc1c23)CC4	Training	NON-Mutagen	Mutagen
488	110408-52-1	Oc4cccc5ccc3[nH]c2ccc1ccccc1c2c3c45	Training	NON-Mutagen	Mutagen
489	110417-88-4	O=C(NC(C(=O)N(C)C(C(OC)CC(=O)N1CCCC1C(OC)C(C(=O)NC(c2nccs2)Cc3ccccc3)C)C(C)CC)C(C)C)C(N(C)C)C(C)C	Training	NON-Mutagen	NON-Mutagen
490	110419-21-1	O=[N+]([O-])c3cc(c2c4ccccc4(c1cccc3(c12)))[N+](=O)[O-]	Training	Mutagen	Mutagen
491	11042-64-1	O=C(OC1CCC25(CC35(CCC4(C)(C(CCC4(C)(C3(CCC2(C1(C)(C)))))C(C)CCC=C(C)C))))C=Cc6ccc(O)c(OC)c6	Training	NON-Mutagen	NON-Mutagen
492	110-44-1	O=C(O)C=CC=CC	Training	NON-Mutagen	Mutagen
493	110-46-3	O=NOCCC(C)C	Training	Mutagen	Mutagen
494	110-49-6	O=C(OCCOC)C	Training	Mutagen	Mutagen
495	110520-17-7	n2ccc3cc4c5ccccc5(c1ccccc1c4(cc3(c2)))	Training	Mutagen	Mutagen
496	110-52-1	C(CCBr)CBr	Training	Mutagen	Mutagen
497	110-54-3	CCCCCC	Training	NON-Mutagen	NON-Mutagen
498	110-57-6	C(=CCCl)CCl	Training	Mutagen	Mutagen
499	110-58-7	NCCCCC	Training	NON-Mutagen	NON-Mutagen
500	110-59-8	N#CCCCC	Training	NON-Mutagen	NON-Mutagen
501	110-61-2	N#CCCC#N	Training	NON-Mutagen	NON-Mutagen
502	110-62-3	O=CCCCC	Training	NON-Mutagen	NON-Mutagen
503	110-63-4	OCCCCO	Training	NON-Mutagen	NON-Mutagen
504	110690-43-2	N#Cc3ccc(nc3(OC(=O)c1cccc(c1)C(=O)N2C(=O)C(F)=CN(C2(=O))COCC))OC(=O)c4ccccc4	Training	NON-Mutagen	NON-Mutagen
505	110-71-4	O(C)CCOC	Training	Mutagen	NON-Mutagen
506	110-72-5	NCCNCC	Training	NON-Mutagen	NON-Mutagen
507	1107-26-2	O=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C)C	Training	NON-Mutagen	NON-Mutagen
508	110783-84-1	O(c1cc(N)cc(OC)c1(N))C	Training	NON-Mutagen	Mutagen
509	110786-18-0	O=C(OCc1ccccc1[N+](=O)[O-])c2ccccc2	Training	NON-Mutagen	NON-Mutagen
510	110-80-5	OCCOCC	Training	NON-Mutagen	NON-Mutagen
511	110-82-7	C1CCCCC1	Training	NON-Mutagen	NON-Mutagen
512	110-83-8	C1=CCCCC1	Training	NON-Mutagen	NON-Mutagen
513	110-85-0	N1CCNCC1	Training	NON-Mutagen	NON-Mutagen
514	110-86-1	n1ccccc1	Training	NON-Mutagen	NON-Mutagen
515	110-88-3	O1COCOC1	Training	NON-Mutagen	NON-Mutagen
516	110-91-8	O1CCNCC1	Training	NON-Mutagen	NON-Mutagen
517	110-94-1	O=C(O)CCCC(=O)O	Training	NON-Mutagen	NON-Mutagen
518	110-96-3	N(CC(C)C)CC(C)C	Training	NON-Mutagen	NON-Mutagen
519	110963-29-6	O=C(NN)c1[nH]c2ccccc2(c1(N))	Training	Mutagen	NON-Mutagen
520	111017-06-2	O=CN4c3cc1ccccc1c2c(OC)c(OC)cc(c23)CC4	Training	Mutagen	NON-Mutagen
521	111070-55-4	O=[N+]([O-])c2oc(C=Nn1nccc1)cc2	Training	Mutagen	Mutagen
522	111070-57-6	O=C3C=C(C=C(c1ccccc1)N3(N=Cc2oc(cc2)[N+](=O)[O-]))c4ccccc4	Training	Mutagen	Mutagen
523	111-14-8	O=C(O)CCCCCC	Training	NON-Mutagen	NON-Mutagen
524	111-15-9	O=C(OCCOCC)C	Training	Mutagen	Mutagen
525	111205-70-0	O=C(OC)c3oc(NO)c(c1ccccc1)c3(c2ccccc2)	Training	NON-Mutagen	Mutagen
